#,text,label
90,"The 610-hp road-legal race car starts at $299,000, and only 350 will be built.  A $33,000 budget Defender and a $100,000-plus electric luxury version are both on their way, U.K.'s Autocar reports.  We now have price info for the entire lineup, which includes L, LS, LT, Activ, and RS trim levels. Plug-in versions of the Q5, A7, and A8 are already headed to the U.S., but this Q7 won't make it here. The software change, based in part on lessons learned in racing, gives the electric Jaguar more than 250 miles of range. Toyota adds robots and exoskeletons to its menu of Camrys and Supras. Netflix, Hulu, YouTube, and a host of arcade games make an hour's worth of charging time bearable. Surprisingly, the DeLorean from Back to the Future doesn't have a star on Hollywood Boulevard. In case you needed another reason to buy a car with a manual transmission.",2
91,"If you are the webmaster of this site please log in to Cpanel and check the Error Logs. You will find the exact reason for this error there. In order files to be read by the webserver, their permissions have to be equal or above 644. You can update file permissions with a FTP client or through cPanel's File Manager. There are two Apache directives which can cause this error - 'Deny from' and 'Options -Indexes'. ",0
92,"While plenty of automakers have been concentrating their development of autonomous tech in California, Michigan, and Phoenix, Ford is looking to make a big push in Miami. The city doesnâ€™t get snow, which is a big challenge for the tech at the moment, so I guess that makes sense. This shocking announcement was made by Sherif Marakby, vice president of autonomous vehicles and electrification. And it wasnâ€™t made right now to distract us from the one high-level firing Ford wants everyone to forget about now, thank you. At first, Ford will be using self-driving cars for deliveries, working with Dominos and Postmates. Once it has the streets of Miami mapped well enough, it will launch a driverless ride-hail service, with the blessing of the local government.",1
94,"Self-driving Ford Fusion Hybrid for Domino's pizza delivery Ford is ready to pizza delivery drivers out of the picture in one of the most congested cities in the country: Miami. The automaker said Monday that Miamians will eventually see self-driving Ford vehicles delivering Domino's Pizza while navigating their city's challenging streets with a human ""safety"" drive to serve as a backup. The first self-driving Fords to hit Miami streets will be tasked with learning to adapt to the city's urban environment, with the goal of improving Fordâ€™s wider autonomous fleet. A second fleet will make deliveries for Dominoâ€™s Pizza throughout the city, in part to test customer reaction. Ford also has a partnership with Postmates to deliver other goods to customers. Fordâ€™s early tests wonâ€™t include taking passengers, but it hopes to leverage its partnership with Lyft.",1
95," The host name resolution (DNS lookup) for this host name (Â google1299.comÂ ) has failed. The Internet address may be misspelled or obsolete, the host (Â google1299.comÂ ) may be temporarily unavailable, or the DNS server may be unresponsive.   Please check the spelling of the Internet address entered. If it is correct, try this request later.   Date: Tue, 10 Dec 2019 06:19:38 GMT Username: NAM\tz5b44@NAM Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category: Uncategorized URLs Reason: UNKNOWN Proxy: DCMEPSCPR005.edc.nam.gm.com Notification: DNS_FAIL ",0
96,"In the week prior to the Chinese Lunar New Year, Casti Beef, a Uruguayan brand targeting the high-end consumer market, sold 26 tons of premium meat in China. In the past four months, a total of 45,000 tons of Uruguayan beef was sold by various brands in China, Daniel Castiglioni, general manager of Casti Beef, told Xinhua in a recent interview. ""With a growing middle class who have more money to spend, China has a steady demand for agricultural produce and is paying higher prices every year,"" said the Montevideo-native businessman. Castiglioni, 35, has been working in China for eight years and has witnessed the country's growing consumption market benefiting Latin American export-related industries. The incessant Chinese craving for more and better food has been ""increasing the incomes of the industry, the farmers, and all the people around the business,"" he said.",2
98,"BEIJING - In the week prior to the Chinese Lunar New Year, Casti Beef, a Uruguayan brand targeting the high-end consumer market, sold 26 tons of premium meat in China. In the past four months, a total of 45,000 metric tons of Uruguayan beef was sold by various brands in China, Daniel Castiglioni, general manager of Casti Beef, told Xinhua in a recent interview. ""With a growing middle class who have more money to spend, China has a steady demand for agricultural produce and is paying higher prices every year,"" said the Montevideo-native businessman. Castiglioni, 35, has been working in China for eight years and has witnessed the country's growing consumption market benefiting Latin American export-related industries. The incessant Chinese craving for more and better food has been ""increasing the incomes of the industry, the farmers, and all the people around the business,"" he said.",2
99," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:40 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.autoguide.com/auto-news/2018/03/here-s-another-self-driving-car-concept-without-a-steering-wheel.html Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
100," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:41 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
101," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:41 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.notimex.gob.mx/ntxnotaLibre/498608 Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
102," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:41 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
103," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:42 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
104," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:42 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
105," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:42 GMT Username:  Source IP: 10.45.142.170 URL: GET http://m.gulfnews.com/business/sectors/automotives/toyota-starts-company-to-speed-development-of-autonomous-cars-1.2182140 Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
106," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:43 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
107," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:43 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.hybridcars.com/toyota-investing-2-8b-self-driving-research/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
108," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:43 GMT Username:  Source IP: 10.45.142.170 URL: GET http://wglt.org/post/first-rivian-adventure-vehicles-will-be-self-driving Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
109," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:43 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
110," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:44 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.jcnnewswire.com/pressrelease/41821/2/Lubrizol-Names-Brian-Pitts-CFO Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
111," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:44 GMT Username:  Source IP: 10.45.142.170 URL: GET http://plenglish.com/index.php?o=rn&id=25204&SEO=mexicans-deem-unacceptable-national-levels-of-violence-and-corruption Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
112," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:44 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.wired.co.uk/article/roborace-car-formyla-e-robocar-uk-autonomous-race-denis-sverdlov Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
113," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:44 GMT Username:  Source IP: 10.45.142.170 URL: GET http://gulfnews.com/business/sectors/automotives/toyota-starts-company-to-speed-development-of-autonomous-cars-1.2182140 Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
114," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:44 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
115," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:45 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.abc10.com/article/news/local/self-driving-cars-could-come-to-california-roads-as-early-as-april/103-525096793 Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
116," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:45 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
117," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:45 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
118," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:45 GMT Username:  Source IP: 10.45.142.170 URL: GET http://cool987fm.com/dominos-self-driving-delivery-cars-could-come-to-north-dakota/%3CUDIV%3Ehttp://hot975fm.com/dominos-self-driving-delivery-cars-could-come-to-north-dakota/%3CUDIV%3Ehttp://1033uscountry.com/dominos-self-driving-delivery-cars-could-come-to-north-dakota/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
119," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:46 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
120," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:46 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
121," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:46 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
122," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:47 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.dcourier.com/news/2018/mar/04/governor-talks-new-stricter-rules-autonomous-vehic/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
123," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:47 GMT Username:  Source IP: 10.45.142.170 URL: GET http://jamaica-gleaner.com/article/auto/20180304/delivery-nuro-self-driving-r1-your-purchases-just-show-toaster-wheels-no Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
124," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:47 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.jcnnewswire.com/pressrelease/41825/9/The-first-full-range-of-International-A-Level-lessons-ever-available-Online-brings-university-entry- Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
125," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:47 GMT Username:  Source IP: 10.45.142.170 URL: GET http://newsviewsnreviews.com/2018/03/self-driving-cars-with-no-in-vehicle-backup-driver-get-ok-for-california-public-roads-telegraphherald-com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
126," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:47 GMT Username:  Source IP: 10.45.142.170 URL: GET http://mundinews.com/delivery-with-nuro-self-driving-r1-your-purchases-just-show-up-in-a-toaster-on-wheels-with-no-driver/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
127," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:48 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
128," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:48 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.heraldstaronline.com/news/business/2018/03/miami-to-form-test-bed-for-self-driving-cars/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
129," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:48 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
130," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:48 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.sci-tech-today.com/news/Ford-s-Autonomous-Cars-in-Miami/story.xhtml?story_id=010000QT58YI%3CUDIV%3Ehttp://sci-tech-today.com/story.xhtml?story_id=010000QT58YI%3CUDIV%3Ehttps://business.newsfactor.com/story.xhtml?story_id=010000QT58YI%3CUDIV%3Ehttps://business.newsfactor.com/business.newsfactor.com/news/Ford-s-Autonomous-Cars-in-Miami/story.xhtml?story_id=010000QT58YI%3CUDIV%3Ehttps://www.newsfactor.com/news/Ford-s-Autonomous-Cars-in-Miami/story.xhtml?story_id=010000QT58YI Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
131," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:49 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.autoconnectedcar.com/2018/03/tech-cars-winner-toyota-tri-augments-autonomous-plans-with-tri-ad/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
132," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:49 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.autoconnectedcar.com/2018/03/nvidia-autonomous-driving-with-mercedes-benz-continental-toyota-vw/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
133," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:49 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
134," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:50 GMT Username:  Source IP: 10.45.142.170 URL: GET http://morungexpress.com/china-says-moderate-defence-spending-rises-no-threat/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
135," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:50 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.newjerseyhills.com/echoes-sentinel/news/small-business-resource-offered-to-long-hill-library-members/article_a825f2b4-9342-5c04-8e9a-824093f43144.html Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
136," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:50 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
137," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:50 GMT Username:  Source IP: 10.45.142.170 URL: GET http://myfox8.com/2018/03/04/toyota-will-invest-billions-in-new-self-driving-car-company/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
138," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:50 GMT Username:  Source IP: 10.45.142.170 URL: GET http://965thefox.com/dominos-self-driving-delivery-cars-could-come-to-north-dakota/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
139," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:51 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
140," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:51 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.digitaljournal.com/tech-and-science/technology/arizona-and-california-compete-to-attract-self-driving-car-tests/article/516395 Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
141," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:51 GMT Username:  Source IP: 10.45.142.170 URL: GET http://sci-tech-today.com/story.xhtml?story_id=010000QT58ZC%3CUDIV%3Ehttp://www.sci-tech-today.com/news/Truly-Autonomous-Cars-in-California/story.xhtml?story_id=010000QT58ZC%3CUDIV%3Ehttps://business.newsfactor.com/business.newsfactor.com/news/Truly-Autonomous-Cars-in-California/story.xhtml?story_id=010000QT58ZC Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
142," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:51 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.thejakartapost.com/life/2018/03/05/toyota-adds-28b-to-software-push-for-self-driving-cars.html Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
143," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:52 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
144," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:52 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
145," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:52 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.industryweek.com/technology-and-iiot/toyota-adds-28-billion-software-push-self-driving-cars Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
146," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:53 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
147," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:53 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.heraldsun.com.au/motoring/hitech/volkswagen-unveils-new-id-vizzion-electric-autonomous-car/news-story/442e5910c763462c3c91420b0add2f20?nk=71425e56ed472b9f9a63dece1a309303-1520286489%3CUDIV%3Ehttp://www.cairnspost.com.au/motoring/hitech/volkswagen-unveils-new-id-vizzion-electric-autonomous-car/news-story/442e5910c763462c3c91420b0add2f20?nk=4f01c136a3adabc34cbad478a5014086-1520287328 Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
148," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:53 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.jcnnewswire.com/pressrelease/41827/2/Singapore-eDevelopment-subsidiary-Global-BioLife-confirms-the-LB2-drug-efficacy-against-Ebola Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
149," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:53 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.tmcnet.com/usubmit/-flippy-worlds-first-autonomous-robotic-kitchen-assistant-now-/2018/03/05/8711189.htm Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
150," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:54 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.sleepreviewmag.com/2018/03/ensodata-creators-automated-sleep-study-scoring-software-close-2-million-seed-funding-round/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
151," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:54 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
152," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:54 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.chinavitae.com/biography/Liu_Qibao Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
153," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:54 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
154," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:55 GMT Username:  Source IP: 10.45.142.170 URL: GET http://www.business-standard.com/article/companies/toyota-adds-2-8-billion-to-software-push-for-self-driving-cars-118030500208_1.html Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
155," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:55 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
156," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:55 GMT Username:  Source IP: 10.45.142.170 URL: GET http://morungexpress.com/china-boosts-defence-spending-amid-military-modernisation/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
157," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:56 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
158," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:56 GMT Username:  Source IP: 10.45.142.170 URL: GET http://google1299.com/ Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
159," Authentication is required to access the Internet using this system. A valid user ID and password must be entered when prompted.   If you have questions, please contact GM Online Service Desk  and provide the codes shown below.   Date: Tue, 10 Dec 2019 06:19:56 GMT Username:  Source IP: 10.45.142.170 URL: GET http://m.themalaymailonline.com/money/article/amazon-in-talks-with-jpmorgan-on-checking-accounts-says-wsj%3CUDIV%3Ehttp://www.themalaymailonline.com/money/article/amazon-in-talks-with-jpmorgan-on-checking-accounts-says-wsj Category:  Reason: UNKNOWN Notification: PROXY_AUTH_REQUIRED ",0
